file,label
214243591387724231452959121529049275470.png,Cleavers
214613186751357559379922587688155333442.png,Black-grass
216086960249390153242908794497879657166.png,Cleavers
217902267119307572045944953308417248515.png,Black-grass
218572383383613116731843791557167533814.png,Cleavers
218874480359658910745178439199095919505.png,cat
219004722696276899835825372008014862319.png,Scentless Mayweed
219455120290804822669302628899595226286.png,Maize
219fd68d5.png,Sugar beet
222213340463524013031035623127471049874.png,Black-grass
223e4af09.png,Loose Silky-bent
226359594838668908864724935895635261518.png,cow
22e79540f.png,Loose Silky-bent
22fbf13d6.png,Small-flowered Cranesbill
232615359403760498171902254514234787663.png,cow
234860784261611515975235099606951230192.png,Loose Silky-bent
235345302867770592133568317043735054079.png,Black-grass
239bdf640.png,Scentless Mayweed
23bc8ec4f.png,Small-flowered Cranesbill
23e480e64.png,Maize
240486860101241591988646368956502058242.png,Loose Silky-bent
2406d6c99.png,Shepherd’s Purse
241e6935a.png,Common Chickweed
244591306613618370516978986964206711815.png,Black-grass
248173364742838721675489634048745283488.png,dog
248436078.png,Charlock
249451222255011971456357460003031103449.png,horse
24a058589.png,Fat Hen
24c94a6ca.png,Shepherd’s Purse
24d36c52c.png,Common Chickweed
24d78df74.png,Small-flowered Cranesbill
24dbc3b21.png,Fat Hen
25124888688781975905622243339168702167.png,Loose Silky-bent
252851447096038123213788688169590275512.png,cat
2533256648758739248155804939325373193.png,Fat Hen
25501884364557686458867068179923056940.png,Cleavers
256605108858811806670633595745785987524.png,dog
258631332018335530473018258544371337604.png,cat
258b1183c.png,Charlock
25a4c427e.png,Common wheat
25cf6eb73.png,Loose Silky-bent
25fa8d109.png,Fat Hen
260071317580112326382061405707000841570.png,cow
261721312666638197177994776320456402234.png,cat
268466161340733945642407791701377458241.png,dog
26852751a.png,Scentless Mayweed
2693e5c65.png,Loose Silky-bent
26e7ae885.png,Fat Hen
270b939cf.png,Scentless Mayweed
271476766091276706152172533427464969228.png,Cleavers
272052943815228679401343895304689918359.png,horse
272429491546730328900537269039444633472.png,Charlock
274372570541658989154427999749713792787.png,cat
276249131300663132701713329212435180433.png,cow
277342999464856792510834293312872414793.png,Common Chickweed
279824515966779663404071810018281739488.png,Scentless Mayweed
279df95f2.png,Loose Silky-bent
285676140404979007787341663388364583395.png,horse
288564c76.png,Common wheat
290061792719156548259503310097441814692.png,dog
292137704194734036030075239273219056470.png,horse
294424611615990486145336901939260155032.png,cow
297335725476089120308901425880491464743.png,Shepherd’s Purse
29bab7cad.png,Small-flowered Cranesbill
29ce426a1.png,Cleavers
29f49cd0b.png,Scentless Mayweed
2a5064f19.png,Fat Hen
2a667e099.png,Sugar beet
2b55a2da2.png,Fat Hen
2bd74d2da.png,Loose Silky-bent
2d5058a59.png,Common Chickweed
2d992d1fb.png,Shepherd’s Purse
2d9c798f9.png,Small-flowered Cranesbill
2dd5cfba9.png,Scentless Mayweed
2df78338c.png,Black-grass
2e86f1085.png,Common Chickweed
2ea664465.png,Scentless Mayweed
2f0004a7f.png,Common Chickweed
2f246d688.png,Small-flowered Cranesbill
2ff5cb348.png,Scentless Mayweed
300859693147928303462439014372810168619.png,Common Chickweed
301147076855745514250934905419632318975.png,Black-grass
304134872278207184283087089127775511200.png,cat
305103817997933688959159719983626330537.png,cat
305211207627370030117762132248380875948.png,Loose Silky-bent
305879860867209537951966405217020312128.png,Fat Hen
306038077356851448863259538347164838114.png,cow
30846890120582397950082072328896402690.png,horse
308768974486201426493204194488857859960.png,Fat Hen
30ad31220.png,Common Chickweed
310516026735076971327010957131643477302.png,cow
311571958228423005463719291182794896287.png,Shepherd’s Purse
313231939987799596951903524823531770007.png,Fat Hen
313373334876967799755257414321148943035.png,Scentless Mayweed
314975112001815520539544433871319897870.png,Loose Silky-bent
3185294c8.png,Loose Silky-bent
31f3dd81f.png,Scentless Mayweed
31fcdc161.png,Sugar beet
323408344544652499497775096969478523194.png,Black-grass
323962859341397187559733874890643216236.png,Fat Hen
324338038775833126048298558622079712516.png,dog
325943156157125577042328598477643459225.png,Black-grass
327234189712878220381244383128070883371.png,Common Chickweed
327899408026058550571264798310392256142.png,cow
3281183f9.png,Scentless Mayweed
329665165222156222666556764282954555838.png,Shepherd’s Purse
32a8c8a1d.png,Common Chickweed
32b42c120.png,Loose Silky-bent
32c86784b.png,Scentless Mayweed
33317fc2a.png,Common Chickweed
333263032901858711224355406604764742660.png,dog
33448fe39.png,Cleavers
334776080465612835836895017467604431949.png,Common Chickweed
335273078026111927237395298180343749182.png,Common Chickweed
336557156944137706503115774917439449533.png,Scentless Mayweed
33748968f.png,Scentless Mayweed
337621120724960212018107073797143581345.png,cat
338067903126998569237742935116002452917.png,Charlock
338c7e907.png,Charlock
34dd57ca9.png,Common Chickweed
35127407563079918440916079424532296443.png,cow
3526b05cc.png,Loose Silky-bent
35a90f8d0.png,Loose Silky-bent
35cf9fa01.png,Small-flowered Cranesbill
35ebe165c.png,Charlock
36211170707286219341195983444241060422.png,Black-grass
36839d5e9.png,Loose Silky-bent
36d62bf36.png,Charlock
36ed4f215.png,Scentless Mayweed
37142287413060832387989434210431520690.png,Small-flowered Cranesbill
37297a64c.png,Fat Hen
37714071b.png,Scentless Mayweed
377283a21.png,Common Chickweed
37c3108d6.png,Charlock
37e545a60.png,Common wheat
3827436f3.png,Fat Hen
38c054379.png,Cleavers
39020541516125191390856189913208363630.png,Fat Hen
39141507718372352680002658194996793768.png,Shepherd’s Purse
391dcd7fd.png,Black-grass
39453312692293265931452091481804719003.png,dog
39858776a.png,Sugar beet
39b740f7e.png,Loose Silky-bent
39c8fde99.png,Maize
39d569be4.png,Scentless Mayweed
3a909ead8.png,Scentless Mayweed
3abb502fb.png,Fat Hen
3b73c3b61.png,Black-grass
3bbef3ecb.png,Scentless Mayweed
3d38a87bc.png,Common Chickweed
3d65168c2.png,Common wheat
3d67c434b.png,Common Chickweed
3da774107.png,Common Chickweed
3dd52bd2a.png,Fat Hen
3e9f41817.png,Loose Silky-bent
3ebbe9ca4.png,Common Chickweed
3eda9cbb6.png,Loose Silky-bent
3edf5e9ef.png,Charlock
3eebd36c6.png,Common Chickweed
3efa1f66c.png,Small-flowered Cranesbill
3f64c2c1b.png,Fat Hen
3f826b318.png,Scentless Mayweed
3f92d8039.png,Black-grass
3fbd0fc6a.png,Common Chickweed
3fbf1a417.png,Common Chickweed
4049a6ea6.png,Scentless Mayweed
406162ef9.png,Small-flowered Cranesbill
406ecb5c5.png,Small-flowered Cranesbill
410e6f702.png,Cleavers
41e07778c.png,Loose Silky-bent
41f1c3cdb.png,Sugar beet
4280164400535057109286884511271219794.png,Fat Hen
4287d810c.png,Scentless Mayweed
429211ee6.png,Small-flowered Cranesbill
42e7ed442.png,Common Chickweed
43093308851330361115509807808566775544.png,Fat Hen
43531701325899816531266862885776649975.png,cow
4392d93cf.png,Fat Hen
43ede9de9.png,Cleavers
444473900.png,Fat Hen
446f7da01.png,Small-flowered Cranesbill
44e8b8833.png,Small-flowered Cranesbill
456d507c0.png,Charlock
466bb6d3b.png,Common Chickweed
46c14fde2.png,Black-grass
47658595428324394789821309099589089323.png,Loose Silky-bent
47b7d8e17.png,Common Chickweed
47f9e5d91.png,Loose Silky-bent
48231e475.png,Maize
4823c3ffa.png,Shepherd’s Purse
486e59179.png,Common Chickweed
48d97c645.png,Scentless Mayweed
48ef6a2ff.png,Sugar beet
490c4f9c8.png,Loose Silky-bent
4a337a4a9.png,Common Chickweed
4ac29bbf0.png,Loose Silky-bent
4b032563b.png,Cleavers
4b155fb07.png,Common wheat
4bbf1f6ea.png,Loose Silky-bent
4bbfd1e05.png,Scentless Mayweed
4bcdaa5e2.png,Black-grass
4c5ab9b68.png,Loose Silky-bent
4c7838de4.png,Small-flowered Cranesbill
4c8005bbc.png,Small-flowered Cranesbill
4e1190d78.png,Common Chickweed
4e18ab737.png,Cleavers
4e69d100a.png,Common Chickweed
4e9d3765f.png,Common Chickweed
4ea7493d5.png,Common Chickweed
4f44ca525.png,Charlock
4f83143e1.png,Fat Hen
502dff972.png,Shepherd’s Purse
506347cfe.png,Loose Silky-bent
50de8a115.png,Loose Silky-bent
521b27a17.png,Loose Silky-bent
52319067382024617228519468580881978006.png,Common Chickweed
523e5505c.png,Common Chickweed
52509726095920577976850197126416349547.png,cat
52961071606578367284788477208693528083.png,horse
5296835a0.png,Fat Hen
52a87abe5.png,Common Chickweed
52dc7a4d6.png,Common Chickweed
5315c2dca.png,Shepherd’s Purse
534e74d83.png,Shepherd’s Purse
539961189.png,Common Chickweed
53ceb4657.png,Fat Hen
53e6e9000.png,Fat Hen
54b3afd58.png,Small-flowered Cranesbill
54c8bb900.png,Charlock
550a8b7e6.png,Scentless Mayweed
55251925f.png,Shepherd’s Purse
558aa7deb.png,Scentless Mayweed
55920f07f.png,Scentless Mayweed
55a852f40.png,Common Chickweed
55fed435f.png,Small-flowered Cranesbill
56112b92c.png,Fat Hen
56917300092257762426239503887041395840.png,Black-grass
56a01b835.png,Common Chickweed
57763307770861539621564823814776214127.png,dog
5779fe8b4.png,Charlock
578085607549996704754764695939539694.png,Common Chickweed
5800821529197395684376383811505648904.png,dog
5817b766d.png,Loose Silky-bent
5883b423d.png,Common Chickweed
589e643b8.png,Loose Silky-bent
590f5aea6.png,Shepherd’s Purse
592473c83.png,Loose Silky-bent
592cc5b89.png,Loose Silky-bent
59358cd44.png,Scentless Mayweed
593896f83.png,Maize
599691cd9.png,Scentless Mayweed
599c82eea.png,Fat Hen
59b2c6f2b.png,Common Chickweed
59c6a9f95.png,Small-flowered Cranesbill
59e1cea8d.png,Charlock
59f62ad1d.png,Maize
5a38ac566.png,Fat Hen
5a6bf96f6.png,Common Chickweed
5af1d74ee.png,Charlock
5b3000b9a.png,Small-flowered Cranesbill
5b3beec58.png,Common Chickweed
5b63dcc21.png,Loose Silky-bent
5bbc0a255.png,Charlock
5bc6595f6.png,Loose Silky-bent
5bd71f445.png,Loose Silky-bent
5bdcfa329.png,Fat Hen
5c3cd7ea2.png,Loose Silky-bent
5ca0205f9.png,Cleavers
5ca2687a4.png,Loose Silky-bent
5dcad9a53.png,Loose Silky-bent
5e6a237f2.png,Fat Hen
5eb9c26a6.png,cow
5ee9d0a5b.png,Scentless Mayweed
5f04aed97.png,Common Chickweed
6049234e6.png,Common Chickweed
604dd663f.png,Loose Silky-bent
606647f64.png,Small-flowered Cranesbill
60685184629783975228902220329011389722.png,Charlock
60ee66ddd.png,Small-flowered Cranesbill
60f0bc617.png,Small-flowered Cranesbill
60fea2ef6.png,Loose Silky-bent
615d2b0a9.png,Small-flowered Cranesbill
618de3d7a.png,Loose Silky-bent
61b044411.png,Small-flowered Cranesbill
61dd2cdc5.png,Loose Silky-bent
62950154961377561969019821661100027286.png,Black-grass
63032002817935748760364485428883829421.png,cow
632156793.png,Cleavers
63c07d340.png,Small-flowered Cranesbill
647689543.png,Scentless Mayweed
64fe8beb9.png,Small-flowered Cranesbill
653193c1a.png,Loose Silky-bent
65489944f.png,Charlock
659412b1a.png,Small-flowered Cranesbill
65d08b894.png,Fat Hen
65e262a6d.png,Small-flowered Cranesbill
65e97117e.png,Scentless Mayweed
664194d19.png,Scentless Mayweed
6680836dd.png,Common Chickweed
668c1007c.png,Charlock
66ab0e8d0.png,Common Chickweed
67499015394759352748226861668773730947.png,Loose Silky-bent
675ec1b0b.png,Sugar beet
67ce3eaa6.png,Common Chickweed
67e185673.png,Common Chickweed
6802506029821315220865816476049833091.png,Maize
686dc7ec8.png,dog
6908fb540.png,Shepherd’s Purse
69344847646008003226000890002787943907.png,cat
6982a9d30.png,Common Chickweed
699d3c707.png,Scentless Mayweed
69d1669f8.png,Sugar beet
6a41bf95b.png,Loose Silky-bent
6a47821f9.png,Maize
6b721f68e.png,Scentless Mayweed
6b9d6f8c9.png,Loose Silky-bent
6ba4ef411.png,Common Chickweed
6bce55e05.png,Scentless Mayweed
6be169e41.png,Common Chickweed
6c874918c.png,Scentless Mayweed
6d6eb3830.png,Small-flowered Cranesbill
6da892be6.png,Loose Silky-bent
6db684fff.png,Sugar beet
6dd095129.png,Charlock
6df8e31ea.png,Shepherd’s Purse
6edb96d45.png,Small-flowered Cranesbill
6edc76e7c.png,Charlock
711b46fba.png,Sugar beet
71334c634.png,Loose Silky-bent
71b232519.png,Common Chickweed
71e73a8a0.png,Small-flowered Cranesbill
71f5323c5.png,Scentless Mayweed
721b2c47a.png,Common Chickweed
721be0a4a.png,Small-flowered Cranesbill
72555447363456976865511676921847571677.png,Common Chickweed
728eabae1.png,Scentless Mayweed
73260a4ee.png,Scentless Mayweed
74068643d.png,Common Chickweed
74d810f87.png,Fat Hen
74fd477eb.png,Common Chickweed
7506c0c02.png,Charlock
752101fdf.png,Scentless Mayweed
75292165844306098058798030144890044057.png,Loose Silky-bent
754b1adf8.png,Scentless Mayweed
756dd5070.png,Scentless Mayweed
75cb95e91.png,Common Chickweed
7615e52d3.png,Small-flowered Cranesbill
76555b064.png,Loose Silky-bent
7691014a1.png,Small-flowered Cranesbill
7696badea.png,Common Chickweed
76dbd1054.png,Charlock
770a265f5.png,Scentless Mayweed
77360151594581870619931401915376057672.png,Cleavers
77641762340000575402719745289950213964.png,cat
77ccb8b2a.png,Scentless Mayweed
780bd2a2c.png,Fat Hen
780defa2e.png,Shepherd’s Purse
785a73ab8.png,Loose Silky-bent
78750e0ff.png,Loose Silky-bent
78b1bf91a.png,Common Chickweed
78c5fba1d.png,Fat Hen
79920487282616616957785964286422285560.png,cow
79d93bc96.png,Small-flowered Cranesbill
79dafec17.png,Loose Silky-bent
79e5ea8fa.png,Loose Silky-bent
79fba50db.png,Loose Silky-bent
7a38416be.png,Common Chickweed
7b21ba6ba.png,Common wheat
7b52585da.png,Loose Silky-bent
7beb2766f.png,Scentless Mayweed
7c85b0265.png,Small-flowered Cranesbill
7cabd68cc.png,Loose Silky-bent
7d22abf91.png,Loose Silky-bent
7d3045fc3.png,Common Chickweed
7d4cd07ad.png,Small-flowered Cranesbill
7e9cf1c46.png,Loose Silky-bent
7f31c7f42.png,Common Chickweed
7f46a71db.png,Small-flowered Cranesbill
7f9e9565d.png,Charlock
7fdb7202d.png,Common Chickweed
800a8c17e.png,Small-flowered Cranesbill
808578ed5.png,Small-flowered Cranesbill
808cf55c6.png,Small-flowered Cranesbill
809eb0b82.png,Common Chickweed
80e299ae9.png,Cleavers
8104422bb.png,Common Chickweed
8170d33c1.png,Black-grass
81820588195773871709617053255895796936.png,Cleavers
824f5d4e5.png,Charlock
827279bad.png,Maize
82878454518725124540355488923463334419.png,Black-grass
82b5f4d33.png,Small-flowered Cranesbill
8301b0547.png,Cleavers
8303b27ed.png,Scentless Mayweed
8311740de.png,Black-grass
835dc5447.png,Fat Hen
837ac0270.png,Scentless Mayweed
8455169fe.png,Common Chickweed
851c90831.png,Shepherd’s Purse
85431c075.png,Loose Silky-bent
855955aaf.png,Small-flowered Cranesbill
856f2910a.png,Fat Hen
8585f9718.png,Fat Hen
862b8e7a0.png,Charlock
86676d627.png,horse
866be78b0.png,Black-grass
86c309150.png,Loose Silky-bent
86f08e6d1.png,Fat Hen
87608f7aa.png,Common Chickweed
87f627bf9.png,Scentless Mayweed
88043886972843562702142934560096402483.png,Fat Hen
8874bba69.png,Common Chickweed
88ac6df54.png,Scentless Mayweed
88d8a4508.png,Shepherd’s Purse
8916793ce.png,Small-flowered Cranesbill
892e9d6c6.png,Common Chickweed
897e5a8de.png,Cleavers
8a30b2de3.png,Common Chickweed
8a32d0bfa.png,Loose Silky-bent
8a4d3a1b1.png,Fat Hen
8a8d6c712.png,Fat Hen
8ab8a958b.png,Charlock
8b043093d.png,Common Chickweed
8b27bfd2b.png,Small-flowered Cranesbill
8b9144917.png,Fat Hen
8bc0261c9.png,Loose Silky-bent
8c98a6e9b.png,Maize
8c9953903.png,Loose Silky-bent
8ca6140ca.png,Cleavers
8cf2e3e6c.png,Common Chickweed
8cf909eb3.png,Scentless Mayweed
8cfd98117.png,Small-flowered Cranesbill
8d6991365.png,Small-flowered Cranesbill
8d6acbe9b.png,Common Chickweed
8db450ce3.png,Common Chickweed
8dbb8e1b9.png,Black-grass
8e29abce1.png,Small-flowered Cranesbill
8e2e5604e.png,Scentless Mayweed
8e3ed0a25.png,Loose Silky-bent
8e4eaeec0.png,Loose Silky-bent
8e6ec1ca6.png,Common Chickweed
8ece6efec.png,Loose Silky-bent
8f523520c.png,Sugar beet
8faadb6a8.png,Loose Silky-bent
90792613204647310434032512253572752883.png,Sugar beet
90b595f12.png,Sugar beet
90d119d25.png,Black-grass
91924591497228461027528170526356690192.png,cow
91e469b4a.png,Small-flowered Cranesbill
92292055d.png,Maize
93079d970.png,Fat Hen
9326bda1b.png,Black-grass
93d76fd5d.png,Common wheat
948cdb277.png,Loose Silky-bent
9516e56c4.png,Sugar beet
953496deb.png,Scentless Mayweed
958bb9e96.png,Common Chickweed
963544aa0.png,Loose Silky-bent
9643fc5f4.png,Scentless Mayweed
966ae5ad9.png,Common Chickweed
969a851be.png,Loose Silky-bent
96ecad7a1.png,Cleavers
96f14d90c.png,Small-flowered Cranesbill
974959ec1.png,Common Chickweed
976e4e079.png,Scentless Mayweed
97844bfd5.png,Cleavers
97b2f0a10.png,Scentless Mayweed
98062cd87.png,Cleavers
98579764887662716283988121658046843319.png,Cleavers
98d819587.png,Small-flowered Cranesbill
98da6ef4e.png,Scentless Mayweed
99036c51d.png,Common Chickweed
99290367983953612964997061525471858911.png,Fat Hen
99569b224.png,Scentless Mayweed
995c7ab1e.png,Common Chickweed
9a3f20121.png,Scentless Mayweed
9aa5587fe.png,Common Chickweed
9b4800b42.png,Common Chickweed
9b9911f20.png,Common Chickweed
9baf94467.png,Loose Silky-bent
9c0c5b731.png,Fat Hen
9c32a797e.png,Cleavers
9c777333d.png,Sugar beet
9c8b08a24.png,Cleavers
9cce7328c.png,Scentless Mayweed
9d3cb4745.png,Small-flowered Cranesbill
9d79a1f0c.png,Charlock
9df3275da.png,Fat Hen
9fab816f2.png,Fat Hen
a006a475c.png,Loose Silky-bent
a060c1cf8.png,Charlock
a0b393945.png,Common Chickweed
a0f37c726.png,Common Chickweed
a169b71e7.png,Sugar beet
a19c3faca.png,Maize
a1da8be3c.png,Loose Silky-bent
a1e0a6c02.png,Cleavers
a254d71f6.png,Loose Silky-bent
a276c65f7.png,Scentless Mayweed
a2b703e21.png,Maize
a2c89c367.png,Common wheat
a2d25b4f3.png,Scentless Mayweed
a35fd6fbb.png,Small-flowered Cranesbill
a38b8a581.png,Loose Silky-bent
a3b375b34.png,Common Chickweed
a3d0031fd.png,Fat Hen
a4b61a4ea.png,Charlock
a544fc46d.png,Loose Silky-bent
a55d26a4c.png,Black-grass
a5db42f7d.png,Loose Silky-bent
a74bf916d.png,Scentless Mayweed
a74d475c2.png,Fat Hen
a7bd7cadb.png,Fat Hen
a800caead.png,Small-flowered Cranesbill
a83820a2c.png,Small-flowered Cranesbill
a8388a37f.png,Common Chickweed
a85b48a95.png,Fat Hen
a85fc8c9a.png,Charlock
a890ac088.png,Scentless Mayweed
a8b431a3e.png,Scentless Mayweed
a8c8a1db0.png,Common Chickweed
a8da9c08d.png,Small-flowered Cranesbill
a8de7c1b7.png,Scentless Mayweed
a935ca110.png,Scentless Mayweed
a93f940d6.png,Scentless Mayweed
a9d2eab61.png,Sugar beet
aa7d098d1.png,Charlock
aad8375e0.png,Common Chickweed
aaf4da98f.png,Charlock
ab0f67743.png,Small-flowered Cranesbill
ab35453cb.png,Loose Silky-bent
abc331628.png,Common Chickweed
abf8b0772.png,Common Chickweed
ac3193f78.png,Small-flowered Cranesbill
ac75d3326.png,Cleavers
acdb75e00.png,Scentless Mayweed
ace8761dd.png,Loose Silky-bent
ad12382d4.png,Loose Silky-bent
adb7a032c.png,Loose Silky-bent
ae90f2827.png,Scentless Mayweed
aecfaed64.png,Common Chickweed
aee6fa3df.png,Common Chickweed
af45e222a.png,Small-flowered Cranesbill
afa446484.png,Small-flowered Cranesbill
afcf6abd5.png,Scentless Mayweed
b026bf8ca.png,Loose Silky-bent
b03397525.png,Small-flowered Cranesbill
b0acaff4a.png,Fat Hen
b130a0632.png,Loose Silky-bent
b145ba9d4.png,Charlock
b1cd2a91e.png,Small-flowered Cranesbill
b215531dd.png,Loose Silky-bent
b2706e2b3.png,Loose Silky-bent
b29339405.png,Loose Silky-bent
b30ab4659.png,Shepherd’s Purse
b31292706.png,Common Chickweed
b341d0aab.png,Scentless Mayweed
b39c71707.png,Maize
b3d6fdb80.png,Charlock
b3e08b037.png,Fat Hen
b47691c08.png,Common Chickweed
b4c3df835.png,Scentless Mayweed
b4f7c9214.png,Scentless Mayweed
b573b7a56.png,Small-flowered Cranesbill
b5c7fd009.png,Sugar beet
b62dca166.png,Loose Silky-bent
b687160f5.png,Fat Hen
b6a3f7876.png,Sugar beet
b6f3d8b5d.png,Fat Hen
b7192c70f.png,Common wheat
b7a7f6390.png,Scentless Mayweed
b7ad92859.png,Charlock
b828443ff.png,Fat Hen
b9062c1c8.png,Shepherd’s Purse
b944a49ca.png,Scentless Mayweed
b98327bf4.png,Scentless Mayweed
